mainform;variation;count;details
car-jacking;car-jacking, carjack, carjacking, car-jack, carjacker, car-jack', car-jacks, carjacks, car-jacker;44;car-jacking (14), carjack (11), carjacking (6), car-jack (5), carjacker (3), car-jack' (2), car-jacks (1), carjacks (1), car-jacker (1)
garette-ci;garette-ci, garettes-ci, garrette-ci, garrete-ci, garetteci, garette-cis;60;garette-ci (43), garettes-ci (11), garrette-ci (2), garrete-ci (2), garetteci (1), garette-cis (1)
lère-ga;lère-ga, lères-ga, ler-ga, lèrega, lere-ga;63;lère-ga (53), lères-ga (6), ler-ga (2), lèrega (1), lere-ga (1)
ti-par;ti-par, tie-par, ti-par', 'ti-par';53;ti-par (49), tie-par (2), ti-par' (1), 'ti-par' (1)
ton-car;ton-car, toncar, tons-car, tonne-car, ton-cars, toncard, tonkar;74;ton-car (47), toncar (10), tons-car (8), tonne-car (6), ton-cars (1), toncard (1), tonkar (1)
toubab;toubab, toubabs, tou-bab, tou-babs, semi-toubab;66;toubab (32), toubabs (22), tou-bab (10), tou-babs (1), semi-toubab (1)
cellophané;cellophané, cellophanée, cellophanés, cellophaner, cellophanées, cellophanise;51;cellophané (21), cellophanée (15), cellophanés (9), cellophaner (3), cellophanées (2), cellophanise (1)
kwer;kwer, kweh;29;kwer (18), kweh (11)
me-da;me-da, meuda, meu-da, mes-da, me-da', me-das, me'-da', meuda', me-'da;58;me-da (27), meuda (21), meu-da (3), mes-da (2), me-da' (1), me-das (1), me'-da' (1), meuda' (1), me-'da (1)
mis-per;mis-per, mi-per, miper;79;mis-per (65), mi-per (11), miper (3)
tate-pa;tate-pa, tates-pa, tatepa, tate-pa', tatpa;60;tate-pa (51), tates-pa (4), tatepa (3), tate-pa' (1), tatpa (1)
warrior;warrior, warriors, warriorz;42;warrior (26), warriors (14), warriorz (2)
zetla;zetla;73;
'quette;'quette, quette, 'quettes, quette', quett', quet';48;'quette (26), quette (7), 'quettes (7), quette' (6), quett' (1), quet' (1)
ché-mar;ché-mar, cher-mar, che-mar, chémar, ches-mar;44;ché-mar (20), cher-mar (14), che-mar (5), chémar (4), ches-mar (1)
chourave;chourave, choure, chourrer, chouraveurs, chouravent, chouraves, chouraveur, chourer, chourrave, chourav', chouravable, chourav, chouravez, chou-rav, tchourav, tchourave, chourera, choures, chourre, chourres, chourrés, chours, chouré, chourrais;72;chourave (32), choure (9), chourrer (4), chouraveurs (2), chouravent (2), chouraves (2), chouraveur (2), chourer (2), chourrave (2), chourav' (1), chouravable (1), chourav (1), chouravez (1), chou-rav (1), tchourav (1), tchourave (1), chourera (1), choures (1), chourre (1), chourres (1), chourrés (1), chours (1), chouré (1), chourrais (1)
dancefloor;dancefloor, dancefloors, dance-floor, dance-floors, dancfloor;52;dancefloor (34), dancefloors (12), dance-floor (4), dance-floors (1), dancfloor (1)
smooth;smooth, smoove, smoov', smoov, smoov'ment;46;smooth (32), smoove (8), smoov' (3), smoov (2), smoov'ment (1)
zipette;zipette, zippette, zipettes, zippete;66;zipette (62), zippette (2), zipettes (1), zippete (1)
zonz;zonz, zonz', zonzs, zonze, 'zons, 'zonz', zon';60;zonz (33), zonz' (20), zonzs (2), zonze (2), 'zons (1), 'zonz' (1), zon' (1)
loc';loc', locs, loc's;60;loc' (55), locs (4), loc's (1)
ce-for;ce-for, cefor, cer-for, 'ce-for';64;ce-for (57), cefor (4), cer-for (2), 'ce-for' (1)
dunk;dunk, dunker, dunké, dunke;49;dunk (44), dunker (3), dunké (1), dunke (1)
lice-po;lice-po, 'lice-po', licepo;57;lice-po (55), 'lice-po' (1), licepo (1)
quer-cro;quer-cro, qué-cro, quécro, que-cro, 'quer-cro', quecro;61;quer-cro (33), qué-cro (20), quécro (4), que-cro (2), 'quer-cro' (1), quecro (1)
re-soeu;re-soeu, re-sœu, re-seu, reu-seu, reusseu, re-soeus, reuseu, reu-sse, re-sœ, re-soe, reus-seu, res-soeu, reu-sœu;49;re-soeu (9), re-sœu (8), re-seu (7), reu-seu (7), reusseu (6), re-soeus (3), reuseu (2), reu-sse (2), re-sœ (1), re-soe (1), reus-seu (1), res-soeu (1), reu-sœu (1)
rre-gue;rre-gue, rre-gué, rregué, rre-guè, 'rre-gue';54;rre-gue (43), rre-gué (5), rregué (3), rre-guè (2), 'rre-gue' (1)
be-bar;be-bar, bé-bar, bes-bar, 'be-bar', be-bare, besbar, beubar;62;be-bar (36), bé-bar (14), bes-bar (6), 'be-bar' (3), be-bare (1), besbar (1), beubar (1)
beu;beu, beu', beuhs, beuh';42;beu (29), beu' (5), beuhs (5), beuh' (3)
cher-lâ;cher-lâ, ché-lâ, che-lâ, chéla, ches-lâ, cher-lâ', cher-là;50;cher-lâ (20), ché-lâ (8), che-lâ (8), chéla (8), ches-lâ (4), cher-lâ' (1), cher-là (1)
del-bor;del-bor, dél-bor;43;del-bor (42), dél-bor (1)
mélo';mélo', mélos, mélos';47;mélo' (38), mélos (8), mélos' (1)
quette-pla;quette-pla, quettes-pla, quettes-pla', quette'pla, quet-pla, 'quette-pla';66;quette-pla (35), quettes-pla (27), quettes-pla' (1), quette'pla (1), quet-pla (1), 'quette-pla' (1)
beuj;beuj, beujs, beuj', beujs', beuje, beu-j, be-j, bej', 'bej;50;beuj (20), beujs (11), beuj' (10), beujs' (4), beuje (1), beu-j (1), be-j (1), bej' (1), 'bej (1)
tter-gra;tter-gra, té-gra, tté-gra, tte-gra, te-gra, tégra, ter-gra, ter-grat, 'tter-gra';74;tter-gra (29), té-gra (17), tté-gra (12), tte-gra (5), te-gra (4), tégra (3), ter-gra (2), ter-grat (1), 'tter-gra' (1)
ve-ca;ve-ca, ves-ca, veca, ve-cas;52;ve-ca (45), ves-ca (4), veca (2), ve-cas (1)
dawg;dawg, dogs, dawgs, dawgz, dogz;49;dawg (28), dogs (18), dawgs (1), dawgz (1), dogz (1)
lifestyle;lifestyle;61;
reup;reup, reup', reu-p, reups, reu-p';57;reup (45), reup' (7), reu-p (3), reups (1), reu-p' (1)
reur-ti;reur-ti, reurs-ti, reurti, reurtis, reur-tis;49;reur-ti (28), reurs-ti (11), reurti (7), reurtis (2), reur-tis (1)
be-her;be-her, beu-her, beuher, beuhair, beuh-er, beuh-r, beuhère, beuhèr, beuh-her, beu-ère, beu'her, be-heu;122;be-her (63), beu-her (34), beuher (13), beuhair (2), beuh-er (2), beuh-r (2), beuhère (1), beuhèr (1), beuh-her (1), beu-ère (1), beu'her (1), be-heu (1)
cer-per;cer-per, ceper, cer-pé, cer-pèr;51;cer-per (47), ceper (2), cer-pé (1), cer-pèr (1)
cruise;cruise, cruiser, cruisin', cruises, cruisent, cruisé, crusent;51;cruise (40), cruiser (6), cruisin' (1), cruises (1), cruisent (1), cruisé (1), crusent (1)
dalleux;dalleux, daleux, daleu, dalleuses, dalleu, dalleur, dalleuse;58;dalleux (39), daleux (12), daleu (2), dalleuses (2), dalleu (1), dalleur (1), dalleuse (1)
çais-fran;çais-fran, çais-fran', çais-su, cais-fran, 'çais-fran', çai-fran, cè-fran;57;çais-fran (51), çais-fran' (1), çais-su (1), cais-fran (1), 'çais-fran' (1), çai-fran (1), cè-fran (1)
crom;crom, cro-m, cro'm, 'crom';47;crom (44), cro-m (1), cro'm (1), 'crom' (1)
opps;opps;58;
pq;pq;49;pq (49)
ter';ter';58;
teuteu;teuteu, teu-teu, teuh-teuh, teuteu', teuteuh;59;teuteu (30), teu-teu (25), teuh-teuh (2), teuteu' (1), teuteuh (1)
ce-fran;ce-fran, cé-fran, céfran, cefran, ceu-fran;57;ce-fran (35), cé-fran (8), céfran (7), cefran (6), ceu-fran (1)
chaudasse;chaudasse, chaudasses, chaudace;37;chaudasse (27), chaudasses (9), chaudace (1)
pec';pec', pek, pecs';47;pec' (36), pek (6), pecs' (5)
tos-ma;tos-ma, tosma, tossma, toss-ma, tosse-ma;60;tos-ma (50), tosma (5), tossma (2), toss-ma (2), tosse-ma (1)
tro-mé;tro-mé, tromé, tro-me, trome;72;tro-mé (56), tromé (11), tro-me (4), trome (1)
beatmaker;beatmaker, beatmakers, beatmake', beatmakerment, beat-maker, beat-making;55;beatmaker (32), beatmakers (19), beatmake' (1), beatmakerment (1), beat-maker (1), beat-making (1)
choke;choke, choker, choké, chokeur, chokant, chokait, chokés, chokave;48;choke (29), choker (6), choké (5), chokeur (3), chokant (2), chokait (1), chokés (1), chokave (1)
gestu';gestu', gestu;26;gestu' (17), gestu (9)
ness;ness, 'sness, zness, snes, ness', 'sness', 'ness;45;ness (29), 'sness (5), zness (4), snes (3), ness' (2), 'sness' (1), 'ness (1)
ssiste-gro;ssiste-gro, ssistes-gro, ssistes-gros, ssite-gro;51;ssiste-gro (34), ssistes-gro (14), ssistes-gros (2), ssite-gro (1)
akha;akha;55;
chard-clo;chard-clo, chards-clo, charclos, charclo, chard-clos, chard'clo, chard--clo, chard-clo', chards-clo', charclots;52;chard-clo (23), chards-clo (10), charclos (7), charclo (5), chard-clos (2), chard'clo (1), chard--clo (1), chard-clo' (1), chards-clo' (1), charclots (1)
le-sa;le-sa, lesa, le-ssa;38;le-sa (35), lesa (2), le-ssa (1)
me-gra;me-gra, mme-gra, meu-gra, me-gras, meugra, meugras, mme-gras;30;me-gra (12), mme-gra (8), meu-gra (3), me-gras (3), meugra (2), meugras (1), mme-gras (1)
milf;milf, milfs;51;milf (35), milfs (16)
num';num', nums;47;num' (43), nums (4)
pocheton;pocheton, pochton, pochtons, pochetonne, pochtonne, pochtonner, pochtonnée, pochetonner;66;pocheton (21), pochton (21), pochtons (13), pochetonne (5), pochtonne (3), pochtonner (1), pochtonnée (1), pochetonner (1)
ze-dou;ze-dou, zedou, zedous, zeu-dou, zeudou;52;ze-dou (38), zedou (11), zedous (1), zeu-dou (1), zeudou (1)
iech;iech, ier-ch, iéch, ièch, iech', ier-ch', 'ier-ch', ieche, ie-ch, ie'-ch, iè-ch, ièche;40;iech (14), ier-ch (10), iéch (3), ièch (2), iech' (2), ier-ch' (2), 'ier-ch' (2), ieche (1), ie-ch (1), ie'-ch (1), iè-ch (1), ièche (1)
lance-ba;lance-ba, lances-ba, 'lances-ba';44;lance-ba (29), lances-ba (14), 'lances-ba' (1)
parlu;parlu, parlu', parlus;49;parlu (37), parlu' (10), parlus (2)
blanco;blanco, blancos;31;blanco (21), blancos (10)
cances-va;cances-va, cance-va, 'cances-van', cances-van;44;cances-va (38), cance-va (4), 'cances-van' (1), cances-van (1)
occas';occas', occaz', occas, occaz, ocas', ocass';170;occas' (114), occaz' (18), occas (18), occaz (16), ocas' (3), ocass' (1)
pouchka;pouchka, pushka, pushkas, poushka, pouchkas, pouchki, puschka, push-ka;48;pouchka (22), pushka (15), pushkas (4), poushka (2), pouchkas (2), pouchki (1), puschka (1), push-ka (1)
ture-voi;ture-voi, tures-voi, turvoi, turevoi, turvois, ture-voir, tur-voi;51;ture-voi (34), tures-voi (8), turvoi (3), turevoi (2), turvois (2), ture-voir (1), tur-voi (1)
deks;deks, dek, dek', deks', dek's;36;deks (19), dek (8), dek' (5), deks' (2), dek's (2)
gué-lar;gué-lar, guer-lar, guélar, gue-lar, gué-lar', gués-lar, gué-lards;67;gué-lar (36), guer-lar (24), guélar (2), gue-lar (2), gué-lar' (1), gués-lar (1), gué-lards (1)
marave;marave, maravent, maravant, maraves;57;marave (53), maravent (2), maravant (1), maraves (1)
rette-ba;rette-ba, rettes-ba, rrette-ba, rrettes-ba, rette-bar, retteba;51;rette-ba (26), rettes-ba (13), rrette-ba (5), rrettes-ba (5), rette-bar (1), retteba (1)
técla;técla, té-cla, te-cla, técla', té-cla';77;técla (36), té-cla (35), te-cla (3), técla' (2), té-cla' (1)
benzo;benzo, benza, benzo', benzos, benzer;37;benzo (32), benza (2), benzo' (1), benzos (1), benzer (1)
cain-fri;cain-fri, cainfri, cainfris, kainfri, cains-fri, cainfry, cain-fri', cain-fry, cainfri', kainfre;43;cain-fri (13), cainfri (10), cainfris (8), kainfri (3), cains-fri (3), cainfry (2), cain-fri' (1), cain-fry (1), cainfri' (1), kainfre (1)
casse-ded;casse-ded, cass-ded, cace-déd, casse-déd, cace-ded, cace-dèd, casse-ded', casseded', cass-déd, 'caces-ded', cace'ded, casse-dèd, casse-dettes, casseded, cassedèd, cassedéd, cass'ded, caceded;50;casse-ded (10), cass-ded (7), cace-déd (6), casse-déd (5), cace-ded (5), cace-dèd (2), casse-ded' (2), casseded' (2), cass-déd (2), 'caces-ded' (1), cace'ded (1), casse-dèd (1), casse-dettes (1), casseded (1), cassedèd (1), cassedéd (1), cass'ded (1), caceded (1)
da';da', da's;44;da' (43), da's (1)
deales;deales, dealant, dealais, dealait, dealée, dealés, deal', dealaient, dealeront, dealez, dealons;48;deales (18), dealant (8), dealais (8), dealait (5), dealée (2), dealés (2), deal' (1), dealaient (1), dealeront (1), dealez (1), dealons (1)
ffaires-a;ffaires-a, ffaire-sa, ffaire-za, ffaires-as;41;ffaires-a (38), ffaire-sa (1), ffaire-za (1), ffaires-as (1)
nachave;nachave, nachav, natchave, nachav', nachavent, nachavais, nachaves, natchav, natchav';44;nachave (27), nachav (5), natchave (5), nachav' (2), nachavent (1), nachavais (1), nachaves (1), natchav (1), natchav' (1)
fafa;fafa, fafa';18;fafa (17), fafa' (1)
ger-man;ger-man, gé-man, german, ge-man;52;ger-man (33), gé-man (14), german (3), ge-man (2)
jdid;jdid, jdida, jdide;37;jdid (31), jdida (3), jdide (3)
jet-pro;jet-pro, jets-pro, jetpro, jets-pro';45;jet-pro (30), jets-pro (12), jetpro (2), jets-pro' (1)
ser-dan;ser-dan, se-dan, sez-dan;20;ser-dan (15), se-dan (3), sez-dan (2)
tron-pa;tron-pa, trons-pa, tronpa;48;tron-pa (46), trons-pa (1), tronpa (1)
zarma;zarma, zerma, zehma;87;zarma (42), zerma (29), zehma (16)
billaye;billaye, billay, billeye;43;billaye (29), billay (13), billeye (1)
kalashé;kalashé, kalashés, kalashée;38;kalashé (33), kalashés (4), kalashée (1)
me-sper;me-sper, mesper, me-sper', me'spèr;45;me-sper (39), mesper (3), me-sper' (2), me'spèr (1)
pe-sa;pe-sa, ppes-sa, ppe-sa, ppé-sa;40;pe-sa (27), ppes-sa (8), ppe-sa (3), ppé-sa (2)
zoulettes;zoulettes, zoulette;44;zoulettes (24), zoulette (20)
balek;balek, ballec, balec, ballec', balec', ballek, balek';58;balek (19), ballec (13), balec (11), ballec' (7), balec' (4), ballek (2), balek' (2)
ble-dia;ble-dia, ble-dias;22;ble-dia (21), ble-dias (1)
me-ca;me-ca, mé-ca, mé-cas, me-came, mée-ca, mes-ca;45;me-ca (38), mé-ca (2), mé-cas (2), me-came (1), mée-ca (1), mes-ca (1)
pe-cli;pe-cli, peu-cli, peucli, pe-clis, pecli, peuclis, peus-cli;43;pe-cli (27), peu-cli (8), peucli (2), pe-clis (2), pecli (2), peuclis (1), peus-cli (1)
quer-ni;quer-ni, qué-ni, kéni, ké-ni, quer-ni', 'quer-ni', ke-ni, keni;45;quer-ni (27), qué-ni (9), kéni (3), ké-ni (2), quer-ni' (1), 'quer-ni' (1), ke-ni (1), keni (1)
teille-bou;teille-bou, teilles-bou, teile-bou, teillbou, teille-bou', teille-bous, teille'bou, teilles-bou';44;teille-bou (31), teilles-bou (7), teile-bou (1), teillbou (1), teille-bou' (1), teille-bous (1), teille'bou (1), teilles-bou' (1)
tounsi;tounsi, tounzi, tounsis, toune-zi, touncis;45;tounsi (35), tounzi (5), tounsis (3), toune-zi (1), touncis (1)
vapes;vapes;48;
bouillave;bouillave, bouyave, bouillaveurs, bouyav, bouyavent, boullave;46;bouillave (27), bouyave (15), bouillaveurs (1), bouyav (1), bouyavent (1), boullave (1)
dass;dass, dass', 'dass', 'das;52;dass (45), dass' (5), 'dass' (1), 'das (1)
rect-di;rect-di, rectdi, rects-di, recdit;36;rect-di (33), rectdi (1), rects-di (1), recdit (1)
soum-soum;soum-soum, soumsoum, soum'soum';35;soum-soum (32), soumsoum (2), soum'soum' (1)
casse-dédi;casse-dédi, cace-dédi, cass-dédi, caces-dédi, cace-dedi, casse-dedi, cassedédi, cassedédié;57;casse-dédi (29), cace-dédi (19), cass-dédi (3), caces-dédi (2), cace-dedi (1), casse-dedi (1), cassedédi (1), cassedédié (1)
deuss;deuss, deuss', deus', deusse;35;deuss (17), deuss' (9), deus' (8), deusse (1)
mwana;mwana, muana;31;mwana (26), muana (5)
pit';pit', pitt', pits';43;pit' (38), pitt' (4), pits' (1)
winner;winner, winners, winnin';32;winner (21), winners (10), winnin' (1)
dique-sa;dique-sa, diques-sa, dique-sa', 'dique-sa';44;dique-sa (31), diques-sa (11), dique-sa' (1), 'dique-sa' (1)
fe-keu;fe-keu, feu-keu, feukeus, feukeu, feu-keus, feu-ke, fe-keus, feuk, feuks;39;fe-keu (10), feu-keu (10), feukeus (6), feukeu (4), feu-keus (4), feu-ke (2), fe-keus (1), feuk (1), feuks (1)
hasba;hasba, hasbaa, hasbah, hasbas;29;hasba (24), hasbaa (2), hasbah (2), hasbas (1)
indics;indics, indic', indics';51;indics (37), indic' (13), indics' (1)
sique-mu;sique-mu, zic-mu, zicmu, zik-mu, sic-mu, zikmu, zique-mu;40;sique-mu (26), zic-mu (5), zicmu (3), zik-mu (2), sic-mu (2), zikmu (1), zique-mu (1)
'caille;'caille, 'cailles, caill', caille', caill;38;'caille (19), 'cailles (10), caill' (4), caille' (3), caill (2)
amné';amné', amné, amnés, amnez', amnez;104;amné' (54), amné (45), amnés (2), amnez' (2), amnez (1)
condi';condi', condi, condis';40;condi' (26), condi (13), condis' (1)
qué-cra;qué-cra, ke-cra, cke-cra, quer-cra, que-cra, quecra;77;qué-cra (20), ke-cra (20), cke-cra (15), quer-cra (14), que-cra (7), quecra (1)
squatteur;squatteur, squatteurs, squater, squat', squate, squates, squatts, squa-tes;42;squatteur (17), squatteurs (13), squater (4), squat' (2), squate (2), squates (2), squatts (1), squa-tes (1)
starfoullah;starfoullah, starfallah, starf'allah, starfellah, starf', starfilloullah, starfulila, starfollah, starfoulah, starfoulillah, starfullah, starfurllah, starfoullilah, stargfirullah, starfiloullah;58;starfoullah (31), starfallah (7), starf'allah (4), starfellah (3), starf' (2), starfilloullah (2), starfulila (1), starfollah (1), starfoulah (1), starfoulillah (1), starfullah (1), starfurllah (1), starfoullilah (1), stargfirullah (1), starfiloullah (1)
ti-sor;ti-sor, tit-sor, tissor, 'ti-sor', ti-ssors, 'tir-sor', tie-sor;45;ti-sor (36), tit-sor (3), tissor (2), 'ti-sor' (1), ti-ssors (1), 'tir-sor' (1), tie-sor (1)
mdr;mdr;22;mdr (22)
te-pu;te-pu, tes-pu, tepu, teupu, te-pus, tepus, teu-pu;56;te-pu (24), tes-pu (17), tepu (9), teupu (2), te-pus (2), tepus (1), teu-pu (1)
bre-cham;bre-cham, bre-chan, bré-chan, brer-cham, bré-cham, bres-cham;39;bre-cham (30), bre-chan (2), bré-chan (2), brer-cham (2), bré-cham (2), bres-cham (1)
cendar;cendar, cendars, cendard, cendar', cendards;50;cendar (30), cendars (10), cendard (6), cendar' (2), cendards (2)
ché-tou;ché-tou, cher-tou, che-tou;34;ché-tou (24), cher-tou (9), che-tou (1)
keblack;keblack, kebla, ck-bla, ke-bla, keu-bla, ckes-bla, cke-bla;28;keblack (16), kebla (3), ck-bla (2), ke-bla (2), keu-bla (2), ckes-bla (2), cke-bla (1)
mi-homme;mi-homme, mi-hommes;33;mi-homme (32), mi-hommes (1)
mierda;mierda;41;
oklm;oklm;41;
ons;ons, ons-s, onss;37;ons (34), ons-s (2), onss (1)
ffe-bi;ffe-bi, fe-bi, feu-bi, ff-bi, fe-bi';45;ffe-bi (20), fe-bi (11), feu-bi (10), ff-bi (3), fe-bi' (1)
gang-bang;gang-bang, gang-bangs, gang-banger, gangs-bang, gangbanger;27;gang-bang (22), gang-bangs (2), gang-banger (1), gangs-bang (1), gangbanger (1)
ler-dea;ler-dea, lers-dea, leur-dea, lerdea;52;ler-dea (21), lers-dea (16), leur-dea (13), lerdea (2)
michtonneuses;michtonneuses, michtonneuse, michetonneuses, michtoneuse, michtoneuses, michetonneuse;40;michtonneuses (14), michtonneuse (6), michetonneuses (6), michtoneuse (5), michtoneuses (5), michetonneuse (4)
ter-chan;ter-chan, té-chan, te-chan, ter-chant;43;ter-chan (24), té-chan (16), te-chan (2), ter-chant (1)
touches-car;touches-car, touche-car, touchescar, touchkar, touchecars;37;touches-car (21), touche-car (13), touchescar (1), touchkar (1), touchecars (1)
uer-t;uer-t, ue-t, uet, uer't, uet';30;uer-t (20), ue-t (4), uet (4), uer't (1), uet' (1)
bum-al;bum-al, bums-al, bum-al', bum-als, bumal;42;bum-al (34), bums-al (3), bum-al' (3), bum-als (1), bumal (1)
darwa;darwa, darwah, dawa', darwaaahh, dawas, darwha, dawah;25;darwa (12), darwah (7), dawa' (2), darwaaahh (1), dawas (1), darwha (1), dawah (1)
de-mon;de-mon, des-mon;25;de-mon (24), des-mon (1)
ffe-ta;ffe-ta, fe-ta, ffes-ta, ffer-ta;17;ffe-ta (8), fe-ta (6), ffes-ta (2), ffer-ta (1)
gare-ci;gare-ci, gares-ci, gar-ci, gareci, gar-cis;36;gare-ci (20), gares-ci (9), gar-ci (5), gareci (1), gar-cis (1)
inarrêtable;inarrêtable, inarrêtables, inarretables, innarretable, innarêtable;36;inarrêtable (28), inarrêtables (5), inarretables (1), innarretable (1), innarêtable (1)
pourrave;pourrave, pourave, pourraves, pouraves, pourav', pouravent, pouravissimes;38;pourrave (14), pourave (11), pourraves (6), pouraves (4), pourav' (1), pouravent (1), pouravissimes (1)
qué-bra;qué-bra, quer-bra, que-bra, quebra, québra;46;qué-bra (23), quer-bra (18), que-bra (2), quebra (2), québra (1)
semi-auto;semi-auto, semi-auto', semi-autos;30;semi-auto (27), semi-auto' (2), semi-autos (1)
zouz;zouz, zouz', zouz's, zouze, zouzes;37;zouz (30), zouz' (4), zouz's (1), zouze (1), zouzes (1)
trix-ma;trix-ma;38;
cabrón;cabrón, cabron;25;cabrón (13), cabron (12)
cimer;cimer, ci-mer;33;cimer (20), ci-mer (13)
doggyne;doggyne, doggine, doggyner, dogginer, doguiner, doggi, dogine, dogginait, doguiné, dogyne, doggy-ner, doggin';24;doggyne (8), doggine (3), doggyner (2), dogginer (2), doguiner (2), doggi (1), dogine (1), dogginait (1), doguiné (1), dogyne (1), doggy-ner (1), doggin' (1)
ge-ra;ge-ra, ges-ra;28;ge-ra (27), ges-ra (1)
pérave;pérave, péraves, perave, pérav, peraves, péravent, perav;37;pérave (18), péraves (11), perave (3), pérav (2), peraves (1), péravent (1), perav (1)
che-bou;che-bou, chebou, ches-bou;31;che-bou (28), chebou (2), ches-bou (1)
ché-per;ché-per, chéper, cher-per, chépèr, chépère, che-per, ché-per', chés-per;32;ché-per (21), chéper (5), cher-per (1), chépèr (1), chépère (1), che-per (1), ché-per' (1), chés-per (1)
mi-dor;mi-dor, midor, mis-dor;39;mi-dor (33), midor (4), mis-dor (2)
pe-stu;pe-stu, pestu, pe-stus;35;pe-stu (31), pestu (3), pe-stus (1)
sque-di;sque-di, sques-di, skeudi, skeudis, skeu-di, squeu-di, squeu-dis, sque-dis, squedi, skeus-dis;49;sque-di (21), sques-di (9), skeudi (7), skeudis (4), skeu-di (3), squeu-di (1), squeu-dis (1), sque-dis (1), squedi (1), skeus-dis (1)
ste-po;ste-po, stepo;35;ste-po (33), stepo (2)
yeuf;yeuf, yeufs, ille-f, ille-fi, ill-euf, ill-eufs, illes-f', yeu-f', ieuf', lleufi;32;yeuf (13), yeufs (11), ille-f (1), ille-fi (1), ill-euf (1), ill-eufs (1), illes-f' (1), yeu-f' (1), ieuf' (1), lleufi (1)
ce-pla;ce-pla, cepla, cé-pla, cée-pla;41;ce-pla (34), cepla (3), cé-pla (3), cée-pla (1)
cello';cello';38;
ché-cher;ché-cher, che-cher, cher-cher', chés-cher, chécher', ché-cher', ché-chèr;30;ché-cher (17), che-cher (8), cher-cher' (1), chés-cher (1), chécher' (1), ché-cher' (1), ché-chèr (1)
derch;derch, derch', derches, derj';37;derch (19), derch' (13), derches (4), derj' (1)
garre-ba;garre-ba, garres-ba, gar-ba, gare-ba, garba, gares-ba;34;garre-ba (21), garres-ba (6), gar-ba (3), gare-ba (2), garba (1), gares-ba (1)
hesses;hesses, hessess, héssesse, hessesse;26;hesses (20), hessess (4), héssesse (1), hessesse (1)
hijo;hijo, hijos, hija;30;hijo (27), hijos (2), hija (1)
loux-ja;loux-ja, lou-ja;37;loux-ja (34), lou-ja (3)
nois-chi;nois-chi, noi-chi, noichi, noichis, noi'chi, noi-chis, noise-chi;31;nois-chi (17), noi-chi (5), noichi (3), noichis (3), noi'chi (1), noi-chis (1), noise-chi (1)
siste-gro;siste-gro, siste-gros, sistes-gro, sistes-gros, sisste-gro, sisstes-gro, sisstgro;31;siste-gro (12), siste-gros (8), sistes-gro (3), sistes-gros (3), sisste-gro (3), sisstes-gro (1), sisstgro (1)
splifs;splifs, spleef, spleefs, splif', spliffer, spliffé, spliff', spleefer, spliffe, spliffs';33;splifs (13), spleef (7), spleefs (2), splif' (2), spliffer (2), spliffé (2), spliff' (2), spleefer (1), spliffe (1), spliffs' (1)
tamien;tamien, tamiens;30;tamien (27), tamiens (3)
hassoul;hassoul, hassol, hassoule;28;hassoul (26), hassol (1), hassoule (1)
seul-tout;seul-tout, seuls-tous, seuls-tout, seule-tout, seule-toute;29;seul-tout (25), seuls-tous (1), seuls-tout (1), seule-tout (1), seule-toute (1)
be-bom;be-bom, be-boms, bebom, beboms, 'bes-bom', bé-bom;23;be-bom (18), be-boms (1), bebom (1), beboms (1), 'bes-bom' (1), bé-bom (1)
feuj;feuj, feujs, feuj', feu-jui;32;feuj (14), feujs (14), feuj' (3), feu-jui (1)
ge-gor;ge-gor, gé-gor, gegor;30;ge-gor (24), gé-gor (4), gegor (2)
gent-gent;gent-gent, gen-gen, gen-gent;22;gent-gent (16), gen-gen (5), gen-gent (1)
ière-pri;ière-pri, ières-pri, ièr-pri, ier-pri;30;ière-pri (25), ières-pri (3), ièr-pri (1), ier-pri (1)
tur-fu;tur-fu, turfu, turf', tur-fu', tur-f';55;tur-fu (25), turfu (21), turf' (7), tur-fu' (1), tur-f' (1)
beuh-beuh;beuh-beuh, beubeuh, beu-beuh, beubeu, beu-beu;17;beuh-beuh (9), beubeuh (3), beu-beuh (2), beubeu (2), beu-beu (1)
cab';cab';32;
cainf';cainf', kainf, cainf, cain-f', kainfr, kainfr', kainfs, kainf', cain-fr;27;cainf' (6), kainf (6), cainf (4), cain-f' (3), kainfr (2), kainfr' (2), kainfs (2), kainf' (1), cain-fr (1)
canap';canap';32;
gue-shla;gue-shla, gues-shla, gue-schla, geu-shla, geushla, gue-shlas, gueshlas, geu-chla;28;gue-shla (7), gues-shla (6), gue-schla (5), geu-shla (4), geushla (3), gue-shlas (1), gueshlas (1), geu-chla (1)
mé-fu;mé-fu, mer-fu, méfu, mer-fu';37;mé-fu (23), mer-fu (9), méfu (4), mer-fu' (1)
rari;rari, 'rrari, 'rari, rrari', rari';29;rari (13), 'rrari (7), 'rari (7), rrari' (1), rari' (1)
ripoux;ripoux, ripou, ripous, ri-pou;29;ripoux (17), ripou (7), ripous (3), ri-pou (2)
scret-di;scret-di, screts-di, scredi, scré-di, scrédi, scret-dis, 'scret-di';32;scret-di (20), screts-di (3), scredi (3), scré-di (2), scrédi (2), scret-dis (1), 'scret-di' (1)
tié-pi;tié-pi, tièpe, tié'pi, tiépis, tiepi;41;tié-pi (36), tièpe (2), tié'pi (1), tiépis (1), tiepi (1)
che-ri;che-ri, che-ri';31;che-ri (30), che-ri' (1)
